"","H","methods","t"
"651",647,"Cox",-0.00463704058939124
"652",648,"Cox",-0.00507430733746844
"653",649,"Cox",-0.0062742274365199
"654",650,"Cox",-0.00779195076216838
"655",651,"Cox",-0.00776884722685006
"656",652,"Cox",-0.0062804825279828
"657",653,"Cox",-0.00747120529841755
"658",654,"Cox",-0.00897781567121519
"659",655,"Cox",-0.00940378220201238
"660",656,"Cox",-0.00782353603862135
"661",657,"Cox",-0.00638545775588645
"662",658,"Cox",-0.00756697294413261
"663",659,"Cox",-0.00906200695955589
"664",660,"Cox",-0.0090372941448747
"665",661,"Cox",-0.00755607081054438
"666",662,"Cox",-0.00797968081437045
"667",663,"Cox",-0.00699962425420703
"668",664,"Cox",-0.00848425492416743
"669",665,"Cox",-0.00965017702446486
"670",666,"Cox",-0.00852650634114244
"671",667,"Cox",-0.00656335288255266
"672",668,"Cox",-0.00698464411078742
"673",669,"Cox",-0.00845820127819746
"674",670,"Cox",-0.00843475851400605
"675",671,"Cox",-0.00959032884650662
"676",672,"Cox",-0.00781354116505034
"677",673,"Cox",-0.00927710854683789
"678",674,"Cox",-0.0104262856137147
"679",675,"Cox",-0.00899707388954279
"680",676,"Cox",-0.00940977924376457
"681",677,"Cox",-0.00938517329107064
"682",678,"Cox",-0.00842472640041408
"683",679,"Cox",-0.00987446080793636
"684",680,"Cox",-0.0084082638574729
"685",681,"Cox",-0.00954690436814026
"686",682,"Cox",-0.00808443817965915
"687",683,"Cox",-0.00641585794831218
"688",684,"Cox",-0.00682751004684284
"689",685,"Cox",-0.0082668777535016
"690",686,"Cox",-0.0068515544092041
"691",687,"Cox",-0.00798251641388031
"692",688,"Cox",-0.00689720098585406
"693",689,"Cox",-0.00687667028670186
"694",690,"Cox",-0.0055087419301732
"695",691,"Cox",-0.00693752000134223
"696",692,"Cox",-0.00734365926917763
"697",693,"Cox",-0.00846411928700258
"698",694,"Cox",-0.00705415466288944
"699",695,"Cox",-0.00548840474514539
"700",696,"Cox",-0.00690694782612672
"701",697,"Cox",-0.00688663878946066
"702",698,"Cox",-0.00540508529408529
"703",699,"Cox",-0.00447918700528976
"704",700,"Cox",-0.00559253452617042
"705",701,"Cox",-0.00599537811934775
"706",702,"Cox",-0.00740107471619783
"707",703,"Cox",-0.00577003307397123
"708",704,"Cox",-0.00687522116849942
"709",705,"Cox",-0.00520858207045821
"710",706,"Cox",-0.00358456270212287
"711",707,"Cox",-0.00498372794456398
"712",708,"Cox",-0.00496645085604058
"713",709,"Cox",-0.00536563201610746
"714",710,"Cox",-0.00431763183288997
"715",711,"Cox",-0.00296937689613169
"716",712,"Cox",-0.00406608065276887
"717",713,"Cox",-0.00545279637290247
"718",714,"Cox",-0.00584850099050821
"719",715,"Cox",-0.00494270194216623
"720",716,"Cox",-0.00492567519262405
"721",717,"Cox",-0.00601200263534257
"722",718,"Cox",-0.00462878332038091
"723",719,"Cox",-0.00600314438545418
"724",720,"Cox",-0.00462278580134118
"725",721,"Cox",-0.00328122169283068
"726",722,"Cox",-0.00197890158561337
"727",723,"Cox",-0.00334932411330685
"728",724,"Cox",-0.00374246854594523
"729",725,"Cox",-0.00481844093639466
"730",726,"Cox",-0.00480181987349321
"731",727,"Cox",-0.00616081928096862
"732",728,"Cox",-0.00722903580890938
"733",729,"Cox",-0.00588845917563591
"734",730,"Cox",-0.00486845512461681
"735",731,"Cox",-0.0052557566816876
"736",732,"Cox",-0.00437180371002682
"737",733,"Cox",-0.00543517430745083
"738",734,"Cox",-0.00541789416434807
"739",735,"Cox",-0.0058023404217345
"740",736,"Cox",-0.00439875340895696
"741",737,"Cox",-0.00545631609309921
"742",738,"Cox",-0.00378253857300664
"743",739,"Cox",-0.00248609179793841
"744",740,"Cox",-0.00247293701073853
"745",741,"Cox",-0.00101056862318122
"746",742,"Cox",-0.00139732782091745
"747",743,"Cox",-0.00245038989871132
"748",744,"Cox",-0.000926187950150814
"749",745,"Cox",0.0000666183398067566
"750",746,"Cox",0.000926847830737432
"751",747,"Cox",0.00217994963513829
"752",748,"Cox",0.00112914428586403
"753",749,"Cox",0.00244557996172695
"754",750,"Cox",0.00205833799732008
"755",751,"Cox",0.00333741469297572
"756",752,"Cox",0.00334261553876963
"757",753,"Cox",0.00465006895263059
"758",754,"Cox",0.00621473861329297
"759",755,"Cox",0.00516833173880921
"760",756,"Cox",0.00478056159981172
"761",757,"Cox",0.00478382169113295
"762",758,"Cox",0.00605726167550796
"763",759,"Cox",0.00501657694125596
"764",760,"Cox",0.00666592619735357
"765",761,"Cox",0.00815417228614707
"766",762,"Cox",0.00776553702941524
"767",763,"Cox",0.00672806915438079
"768",764,"Cox",0.00755931228189349
"769",765,"Cox",0.0085150706946861
"770",766,"Cox",0.00999396628382404
"771",767,"Cox",0.00999038673290636
"772",768,"Cox",0.0112199456410697
"773",769,"Cox",0.0101860803650451
"774",770,"Cox",0.0097988440355537
"775",771,"Cox",0.0111184793882734
"776",772,"Cox",0.0111134663977836
"777",773,"Cox",0.0126102217361441
"778",774,"Cox",0.0138045158885755
"779",775,"Cox",0.0134151089089214
"780",776,"Cox",0.0146383432227431
"781",777,"Cox",0.0154454982746754
"782",778,"Cox",0.0170768015228402
"783",779,"Cox",0.0183220681004836
"784",780,"Cox",0.0199163230814387
"785",781,"Cox",0.0211556812288069
"786",782,"Cox",0.0211378970465834
"787",783,"Cox",0.020743102933697
"788",784,"Cox",0.0216588827744299
"789",785,"Cox",0.0230085428449965
"790",786,"Cox",0.0242134318869844
"791",787,"Cox",0.0238167364292582
"792",788,"Cox",0.0237957106859851
"793",789,"Cox",0.0245789833195568
"794",790,"Cox",0.0241833315769456
"795",791,"Cox",0.0253591954159156
"796",792,"Cox",0.0267559083760348
"797",793,"Cox",0.0267313088077549
"798",794,"Cox",0.0276280130763449
"799",795,"Cox",0.0272310144519175
"800",796,"Cox",0.028373932644463
"801",797,"Cox",0.0283474263936292
"802",798,"Cox",0.0295991685923624
"803",799,"Cox",0.0307669355108132
"804",800,"Cox",0.0303684944747454
"805",600,"Farina",-0.0135936069871787
"806",601,"Farina",-0.0125066813932501
"807",602,"Farina",-0.0114628018797979
"808",603,"Farina",-0.0125273303477064
"809",604,"Farina",-0.0133834703709843
"810",605,"Farina",-0.0151224815447371
"811",606,"Farina",-0.0151248308224016
"812",607,"Farina",-0.0153981011090355
"813",608,"Farina",-0.0142795108190602
"814",609,"Farina",-0.0159270362924465
"815",610,"Farina",-0.0170455299221976
"816",611,"Farina",-0.0179274956215083
"817",612,"Farina",-0.0165979704561999
"818",613,"Farina",-0.0155664232203289
"819",614,"Farina",-0.0171712640285811
"820",615,"Farina",-0.0182080099352931
"821",616,"Farina",-0.0169945034415648
"822",617,"Farina",-0.0169668074668397
"823",618,"Farina",-0.0177826518532039
"824",619,"Farina",-0.0181033950762542
"825",620,"Farina",-0.0197453516251931
"826",621,"Farina",-0.0189663172729085
"827",622,"Farina",-0.018289004551143
"828",623,"Farina",-0.0173098150277818
"829",624,"Farina",-0.0163045636728585
"830",625,"Farina",-0.0173613661841884
"831",626,"Farina",-0.0189362519164988
"832",627,"Farina",-0.0197830573447268
"833",628,"Farina",-0.0185708897341798
"834",629,"Farina",-0.0188660961065815
"835",630,"Farina",-0.0188463019411607
"836",631,"Farina",-0.019885834791649
"837",632,"Farina",-0.0214966070046638
"838",633,"Farina",-0.0223060563731922
"839",634,"Farina",-0.0211219653383403
"840",635,"Farina",-0.0220808282029415
"841",636,"Farina",-0.0236499174000972
"842",637,"Farina",-0.0239403490531988
"843",638,"Farina",-0.0246867888592147
"844",639,"Farina",-0.0235035739105403
"845",640,"Farina",-0.0234669148034162
"846",641,"Farina",-0.0244102495506877
"847",642,"Farina",-0.0234245667028457
"848",643,"Farina",-0.0227514021140207
"849",644,"Farina",-0.0217424235450757
"850",645,"Farina",-0.0206518669130156
"851",646,"Farina",-0.019658276265681
"852",647,"Farina",-0.0189071468064018
"853",648,"Farina",-0.0191236876311312
"854",649,"Farina",-0.0198238451600908
"855",650,"Farina",-0.0207029842726472
"856",651,"Farina",-0.0206008504133732
"857",652,"Farina",-0.0196348667093285
"858",653,"Farina",-0.0202183883140625
"859",654,"Farina",-0.0209910960630254
"860",655,"Farina",-0.0211562195705383
"861",656,"Farina",-0.0201377799817515
"862",657,"Farina",-0.0192003001678941
"863",658,"Farina",-0.0196825918210824
"864",659,"Farina",-0.0203641322451421
"865",660,"Farina",-0.020200455751912
"866",661,"Farina",-0.0192484493559963
"867",662,"Farina",-0.0193176567171914
"868",663,"Farina",-0.0186408827692893
"869",664,"Farina",-0.0192260806137511
"870",665,"Farina",-0.0196853580144004
"871",666,"Farina",-0.0189116914007233
"872",667,"Farina",-0.017721028441465
"873",668,"Farina",-0.0176839104396016
"874",669,"Farina",-0.018184139941801
"875",670,"Farina",-0.0179727566652258
"876",671,"Farina",-0.0183616036264118
"877",672,"Farina",-0.0172780259254842
"878",673,"Farina",-0.0176805829477297
"879",674,"Farina",-0.0179384714003806
"880",675,"Farina",-0.0170217933585593
"881",676,"Farina",-0.0169532362077805
"882",677,"Farina",-0.0166579796367202
"883",678,"Farina",-0.0159464690232551
"884",679,"Farina",-0.0163066731444717
"885",680,"Farina",-0.0153840600797021
"886",681,"Farina",-0.0155969172864809
"887",682,"Farina",-0.0146863165715764
"888",683,"Farina",-0.0136855472876868
"889",684,"Farina",-0.0135518193202921
"890",685,"Farina",-0.0138464718573937
"891",686,"Farina",-0.0129640419583848
"892",687,"Farina",-0.0131042295059257
"893",688,"Farina",-0.0123615777952304
"894",689,"Farina",-0.0120573346980571
"895",690,"Farina",-0.0112073434004627
"896",691,"Farina",-0.0114438873132009
"897",692,"Farina",-0.0112743603906865
"898",693,"Farina",-0.0113676090480424
"899",694,"Farina",-0.0105000295413014
"900",695,"Farina",-0.00957979039641976
"901",696,"Farina",-0.00975141843840602
"902",697,"Farina",-0.00939015022264883
"903",698,"Farina",-0.00851269231708293
"904",699,"Farina",-0.00783994490471715
"905",700,"Farina",-0.00788008783312821
"906",701,"Farina",-0.00768501517746839
"907",702,"Farina",-0.00782641050750238
"908",703,"Farina",-0.00691478712334506
"909",704,"Farina",-0.00687706416932274
"910",705,"Farina",-0.00595454293600328
"911",706,"Farina",-0.0050489694602924
"912",707,"Farina",-0.00510712947159259
"913",708,"Farina",-0.00473403870917866
"914",709,"Farina",-0.00450406515407106
"915",710,"Farina",-0.00380089763889574
"916",711,"Farina",-0.00300568537860685
"917",712,"Farina",-0.00294697152235032
"918",713,"Farina",-0.00298112088462302
"919",714,"Farina",-0.00267328659859892
"920",715,"Farina",-0.00200109201603077
"921",716,"Farina",-0.00158318398847601
"922",717,"Farina",-0.00148420931809753
"923",718,"Farina",-0.000694628863973146
"924",719,"Farina",-0.000708325141004135
"925",720,"Farina",0.0000705580474482104
"926",721,"Farina",0.000840404049682247
"927",722,"Farina",0.001598129421057
"928",723,"Farina",0.00168242329676513
"929",724,"Farina",0.00198975873856425
"930",725,"Farina",0.0020896886589799
"931",726,"Farina",0.00251630492733851
"932",727,"Farina",0.00263911888334359
"933",728,"Farina",0.00281215126082213
"934",729,"Farina",0.00356356396872681
"935",730,"Farina",0.00423423357397809
"936",731,"Farina",0.00456675061832224
"937",732,"Farina",0.00522302847275366
"938",733,"Farina",0.00546077894549038
"939",734,"Farina",0.00591786995257154
"940",735,"Farina",0.00633017481337281
"941",736,"Farina",0.0070852537744085
"942",737,"Farina",0.00738844330789956
"943",738,"Farina",0.00818850479127037
"944",739,"Farina",0.00892095266350301
"945",740,"Farina",0.00945324423793056
"946",741,"Farina",0.0102121691131917
"947",742,"Farina",0.010679924447155
"948",743,"Farina",0.011028050500266
"949",744,"Farina",0.0117814857475368
"950",745,"Farina",0.0124718006119267
"951",746,"Farina",0.013147844994312
"952",747,"Farina",0.0138663909886865
"953",748,"Farina",0.0142823862194735
"954",749,"Farina",0.0150000531103873
"955",750,"Farina",0.0154938968491537
"956",751,"Farina",0.0161943018403768
"957",752,"Farina",0.016720391980215
"958",753,"Farina",0.0174171423910901
"959",754,"Farina",0.0181486567431811
"960",755,"Farina",0.0185906988562176
"961",756,"Farina",0.0191367717029483
"962",757,"Farina",0.0197323577358546
"963",758,"Farina",0.0204284855932264
"964",759,"Farina",0.0209184509949008
"965",760,"Farina",0.0216362323313248
"966",761,"Farina",0.0223405419118777
"967",762,"Farina",0.0229358790477477
"968",763,"Farina",0.0234872185507422
"969",764,"Farina",0.0241386268984849
"970",765,"Farina",0.024802168114088
"971",766,"Farina",0.0254909954696854
"972",767,"Farina",0.0260981697939618
"973",768,"Farina",0.0267741360953261
"974",769,"Farina",0.0273573557212632
"975",770,"Farina",0.0279565229412703
"976",771,"Farina",0.0286281391977364
"977",772,"Farina",0.0292925247633702
"978",773,"Farina",0.0299639038999287
"979",774,"Farina",0.030633279959924
"980",775,"Farina",0.0312955312249507
"981",776,"Farina",0.0319654224092692
"982",777,"Farina",0.0326411857071797
"983",778,"Farina",0.0332981532568053
"984",779,"Farina",0.0339628674736744
"985",780,"Farina",0.0346154676793143
"986",781,"Farina",0.0352766546492168
"987",782,"Farina",0.0359738742179845
"988",783,"Farina",0.0366710310354355
"989",784,"Farina",0.03732827416112
"990",785,"Farina",0.0379744461066537
"991",786,"Farina",0.0386341169512368
"992",787,"Farina",0.0394001581103825
"993",788,"Farina",0.0401392799725422
"994",789,"Farina",0.0408466828400081
"995",790,"Farina",0.0416744291164295
"996",791,"Farina",0.0423353180480822
"997",792,"Farina",0.0429703261842994
"998",793,"Farina",0.0437634377018259
"999",794,"Farina",0.0444628545616796
"1000",795,"Farina",0.0453339754286631
"1001",796,"Farina",0.045991965451858
"1002",797,"Farina",0.0468415749597486
"1003",798,"Farina",0.0474878093255894
"1004",799,"Farina",0.0481448924641115
"1005",800,"Farina",0.0490567070001285
"1006",600,"Gallagher",-0.00135120225627315
"1007",601,"Gallagher",-0.00105727119076465
"1008",602,"Gallagher",-0.00077486674922881
"1009",603,"Gallagher",-0.0010679058280843
"1010",604,"Gallagher",-0.0013010319395497
"1011",605,"Gallagher",-0.00176359863694125
"1012",606,"Gallagher",-0.00176285490966455
"1013",607,"Gallagher",-0.00184348092711715
"1014",608,"Gallagher",-0.00154023882364381
"1015",609,"Gallagher",-0.00199049190624235
"1016",610,"Gallagher",-0.00228793030089138
"1017",611,"Gallagher",-0.00252233882330401
"1018",612,"Gallagher",-0.00216038661137747
"1019",613,"Gallagher",-0.00187891457594693
"1020",614,"Gallagher",-0.00232223381733174
"1021",615,"Gallagher",-0.0026087124282974
"1022",616,"Gallagher",-0.00227782229479995
"1023",617,"Gallagher",-0.00227308658042429
"1024",618,"Gallagher",-0.00249823513232783
"1025",619,"Gallagher",-0.00258300665228296
"1026",620,"Gallagher",-0.00302855952594898
"1027",621,"Gallagher",-0.00281417279259016
"1028",622,"Gallagher",-0.00262821513440218
"1029",623,"Gallagher",-0.00235882900147803
"1030",624,"Gallagher",-0.00208170058186621
"1031",625,"Gallagher",-0.00236790863033474
"1032",626,"Gallagher",-0.00280304867718346
"1033",627,"Gallagher",-0.00302988810226692
"1034",628,"Gallagher",-0.00269598873516978
"1035",629,"Gallagher",-0.00277689122517244
"1036",630,"Gallagher",-0.00277266626363145
"1037",631,"Gallagher",-0.00305529953143361
"1038",632,"Gallagher",-0.00349262181077083
"1039",633,"Gallagher",-0.00371372374915545
"1040",634,"Gallagher",-0.00338828392986534
"1041",635,"Gallagher",-0.00366038707731813
"1042",636,"Gallagher",-0.00409151326465709
"1043",637,"Gallagher",-0.00417037241961131
"1044",638,"Gallagher",-0.00438289499189026
"1045",639,"Gallagher",-0.00405737932300645
"1046",640,"Gallagher",-0.00405002487103895
"1047",641,"Gallagher",-0.00431876174684934
"1048",642,"Gallagher",-0.0040474769752628
"1049",643,"Gallagher",-0.00386366408627845
"1050",644,"Gallagher",-0.00358567188157306
"1051",645,"Gallagher",-0.00328387244426706
"1052",646,"Gallagher",-0.0030090917859307
"1053",647,"Gallagher",-0.00280294406124214
"1054",648,"Gallagher",-0.00287314884787115
"1055",649,"Gallagher",-0.00307836416400673
"1056",650,"Gallagher",-0.00333735222044269
"1057",651,"Gallagher",-0.00332292141005115
"1058",652,"Gallagher",-0.00305670011595655
"1059",653,"Gallagher",-0.00324728713284588
"1060",654,"Gallagher",-0.0034926380614446
"1061",655,"Gallagher",-0.00355570905514166
"1062",656,"Gallagher",-0.00327370772242847
"1063",657,"Gallagher",-0.00301603292223895
"1064",658,"Gallagher",-0.0031935848622126
"1065",659,"Gallagher",-0.00342679005698734
"1066",660,"Gallagher",-0.00340480239641032
"1067",661,"Gallagher",-0.00314091302734745
"1068",662,"Gallagher",-0.00319219814609097
"1069",663,"Gallagher",-0.0030121129653588
"1070",664,"Gallagher",-0.00323250197371097
"1071",665,"Gallagher",-0.0034055811396696
"1072",666,"Gallagher",-0.00319923341146768
"1073",667,"Gallagher",-0.00285827192490672
"1074",668,"Gallagher",-0.00289645083806166
"1075",669,"Gallagher",-0.00310520847346008
"1076",670,"Gallagher",-0.00307747743639791
"1077",671,"Gallagher",-0.00324070460560361
"1078",672,"Gallagher",-0.00293142656583491
"1079",673,"Gallagher",-0.00312712970443792
"1080",674,"Gallagher",-0.00327369040684816
"1081",675,"Gallagher",-0.00301947043396698
"1082",676,"Gallagher",-0.00305253168611732
"1083",677,"Gallagher",-0.00301428842019255
"1084",678,"Gallagher",-0.00283200667898863
"1085",679,"Gallagher",-0.00302047287424612
"1086",680,"Gallagher",-0.00276209084277677
"1087",681,"Gallagher",-0.00290138103399747
"1088",682,"Gallagher",-0.00264495462386873
"1089",683,"Gallagher",-0.00235728605298099
"1090",684,"Gallagher",-0.00238188475039788
"1091",685,"Gallagher",-0.00256051816985221
"1092",686,"Gallagher",-0.00231252981745134
"1093",687,"Gallagher",-0.0024414697079656
"1094",688,"Gallagher",-0.00224329621599501
"1095",689,"Gallagher",-0.00220395188934803
"1096",690,"Gallagher",-0.00196494089081696
"1097",691,"Gallagher",-0.00213452385902171
"1098",692,"Gallagher",-0.00215348173457532
"1099",693,"Gallagher",-0.00227471921663364
"1100",694,"Gallagher",-0.00202946778144382
"1101",695,"Gallagher",-0.00176267813292103
"1102",696,"Gallagher",-0.00192236189501369
"1103",697,"Gallagher",-0.00187553263529203
"1104",698,"Gallagher",-0.00162247437556109
"1105",699,"Gallagher",-0.00144900738198227
"1106",700,"Gallagher",-0.0015620628155226
"1107",701,"Gallagher",-0.00157675888080613
"1108",702,"Gallagher",-0.00173020820981039
"1109",703,"Gallagher",-0.00145876296750368
"1110",704,"Gallagher",-0.00156044777755598
"1111",705,"Gallagher",-0.00128444806538116
"1112",706,"Gallagher",-0.00101488409342593
"1113",707,"Gallagher",-0.00115648167688016
"1114",708,"Gallagher",-0.00110788739228723
"1115",709,"Gallagher",-0.00111703580245279
"1116",710,"Gallagher",-0.000928321644610146
"1117",711,"Gallagher",-0.00069949592071418
"1118",712,"Gallagher",-0.000796526305507007
"1119",713,"Gallagher",-0.000932447813032811
"1120",714,"Gallagher",-0.000930708472630971
"1121",715,"Gallagher",-0.000759536224678579
"1122",716,"Gallagher",-0.00070466107824322
"1123",717,"Gallagher",-0.000794176062402188
"1124",718,"Gallagher",-0.000563233475134692
"1125",719,"Gallagher",-0.000693780145176091
"1126",720,"Gallagher",-0.000464647777203869
"1127",721,"Gallagher",-0.000240453747616207
"1128",722,"Gallagher",-0.0000216298395244452
"1129",723,"Gallagher",-0.000138758256700636
"1130",724,"Gallagher",-0.000135769240108344
"1131",725,"Gallagher",-0.000222643724427235
"1132",726,"Gallagher",-0.000165840197627741
"1133",727,"Gallagher",-0.000275123957437458
"1134",728,"Gallagher",-0.000350540887797297
"1135",729,"Gallagher",-0.000129477638778866
"1136",730,"Gallagher",0.000051546268825392
"1137",731,"Gallagher",0.0000596008010314356
"1138",732,"Gallagher",0.000226182824818906
"1139",733,"Gallagher",0.000160531665720859
"1140",734,"Gallagher",0.00022223122925092
"1141",735,"Gallagher",0.000241801077386083
"1142",736,"Gallagher",0.000468264824794104
"1143",737,"Gallagher",0.000412936619899558
"1144",738,"Gallagher",0.00066941081461399
"1145",739,"Gallagher",0.000882845317751312
"1146",740,"Gallagher",0.00095426813971828
"1147",741,"Gallagher",0.00118586390357527
"1148",742,"Gallagher",0.00121288808616068
"1149",743,"Gallagher",0.00116489445964251
"1150",744,"Gallagher",0.00140082772149649
"1151",745,"Gallagher",0.00158085998880029
"1152",746,"Gallagher",0.00174707215646874
"1153",747,"Gallagher",0.00195382360237537
"1154",748,"Gallagher",0.00191548248788922
"1155",749,"Gallagher",0.00212749883167602
"1156",750,"Gallagher",0.00215876730318595
"1157",751,"Gallagher",0.00236493332334119
"1158",752,"Gallagher",0.00243529073258292
"1159",753,"Gallagher",0.00264324130343404
"1160",754,"Gallagher",0.0028784149434079
"1161",755,"Gallagher",0.00284485577527868
"1162",756,"Gallagher",0.00288361563773058
"1163",757,"Gallagher",0.00296348500978984
"1164",758,"Gallagher",0.0031677013848059
"1165",759,"Gallagher",0.0031426675711671
"1166",760,"Gallagher",0.0033821860891684
"1167",761,"Gallagher",0.0036058257402954
"1168",762,"Gallagher",0.00365165951892211
"1169",763,"Gallagher",0.00363601630549667
"1170",764,"Gallagher",0.00379530719393306
"1171",765,"Gallagher",0.00396685900661774
"1172",766,"Gallagher",0.00418676538823891
"1173",767,"Gallagher",0.00426797514042116
"1174",768,"Gallagher",0.0044644390180815
"1175",769,"Gallagher",0.00445427616672361
"1176",770,"Gallagher",0.00450220294734575
"1177",771,"Gallagher",0.00470531100575683
"1178",772,"Gallagher",0.00479470114174369
"1179",773,"Gallagher",0.00501255972209712
"1180",774,"Gallagher",0.00520436845771383
"1181",775,"Gallagher",0.00526073610850219
"1182",776,"Gallagher",0.0054548066220716
"1183",777,"Gallagher",0.00561434186739981
"1184",778,"Gallagher",0.00584103418962616
"1185",779,"Gallagher",0.00603599393342578
"1186",780,"Gallagher",0.00625888400428296
"1187",781,"Gallagher",0.00645270991740663
"1188",782,"Gallagher",0.00654450156378265
"1189",783,"Gallagher",0.00660468576764525
"1190",784,"Gallagher",0.00677024091642371
"1191",785,"Gallagher",0.00697081216463224
"1192",786,"Gallagher",0.00716089456832732
"1193",787,"Gallagher",0.0072301770025739
"1194",788,"Gallagher",0.00732780581129085
"1195",789,"Gallagher",0.00748857305409208
"1196",790,"Gallagher",0.00756720655193355
"1197",791,"Gallagher",0.00775426191317786
"1198",792,"Gallagher",0.00795613469292377
"1199",793,"Gallagher",0.0080609690042312
"1200",794,"Gallagher",0.00822970969794088
"1201",795,"Gallagher",0.00831457387551551
"1202",796,"Gallagher",0.00849786372795296
"1203",797,"Gallagher",0.00861067929659689
"1204",798,"Gallagher",0.00880105914079956
"1205",799,"Gallagher",0.00898591891625473
"1206",800,"Gallagher",0.00907664282632402
"1207",600,"Grofman",0.00480968624532609
"1208",601,"Grofman",0.00533821573807794
"1209",602,"Grofman",0.00586870130168259
"1210",603,"Grofman",0.00558454276204275
"1211",604,"Grofman",0.00527809385147063
"1212",605,"Grofman",0.00511277573980017
"1213",606,"Grofman",0.00465419505530172
"1214",607,"Grofman",0.00425404892808988
"1215",608,"Grofman",0.00482008288876526
"1216",609,"Grofman",0.00465615516335338
"1217",610,"Grofman",0.00438751154137222
"1218",611,"Grofman",0.00407926106588669
"1219",612,"Grofman",0.00460794468516283
"1220",613,"Grofman",0.00518171108463014
"1221",614,"Grofman",0.00501921823377914
"1222",615,"Grofman",0.00475350673297123
"1223",616,"Grofman",0.00529487971613953
"1224",617,"Grofman",0.00484311516195592
"1225",618,"Grofman",0.0045397462731511
"1226",619,"Grofman",0.00414360302181892
"1227",620,"Grofman",0.00397703635229299
"1228",621,"Grofman",0.00374156327493889
"1229",622,"Grofman",0.00313258075653619
"1230",623,"Grofman",0.00366418921747765
"1231",624,"Grofman",0.00418539089334256
"1232",625,"Grofman",0.00387823310675176
"1233",626,"Grofman",0.00366951591463421
"1234",627,"Grofman",0.00332222967380859
"1235",628,"Grofman",0.00380900823357858
"1236",629,"Grofman",0.00339245070124364
"1237",630,"Grofman",0.00295124033397566
"1238",631,"Grofman",0.00268903174944314
"1239",632,"Grofman",0.00252168379145133
"1240",633,"Grofman",0.00222093268325797
"1241",634,"Grofman",0.00276146410751706
"1242",635,"Grofman",0.00250037172897884
"1243",636,"Grofman",0.00233230231668595
"1244",637,"Grofman",0.00194472095788531
"1245",638,"Grofman",0.00164519958394489
"1246",639,"Grofman",0.00218731693733713
"1247",640,"Grofman",0.00175104780897727
"1248",641,"Grofman",0.00148967741331278
"1249",642,"Grofman",0.00206206735769054
"1250",643,"Grofman",0.00151840417231247
"1251",644,"Grofman",0.00208061117013618
"1252",645,"Grofman",0.00262177114310672
"1253",646,"Grofman",0.00317472024214276
"1254",647,"Grofman",0.00295967668313364
"1255",648,"Grofman",0.00254000960848882
"1256",649,"Grofman",0.00220683762039472
"1257",650,"Grofman",0.00190981447758219
"1258",651,"Grofman",0.00144120738731567
"1259",652,"Grofman",0.00195461823555695
"1260",653,"Grofman",0.00162512955275544
"1261",654,"Grofman",0.00133100324853623
"1262",655,"Grofman",0.000924407994385298
"1263",656,"Grofman",0.00147062242998539
"1264",657,"Grofman",0.00202807742663351
"1265",658,"Grofman",0.00174649998709724
"1266",659,"Grofman",0.00149978374186437
"1267",660,"Grofman",0.00108202802421377
"1268",661,"Grofman",0.00163303609874099
"1269",662,"Grofman",0.00126777126034851
"1270",663,"Grofman",0.000745300071375452
"1271",664,"Grofman",0.000502201291476101
"1272",665,"Grofman",0.000222303225607276
"1273",666,"Grofman",0.000331698402786434
"1274",667,"Grofman",0.000781286878039217
"1275",668,"Grofman",0.000380282493904663
"1276",669,"Grofman",0.0000977485188227295
"1277",670,"Grofman",-0.00035296129923286
"1278",671,"Grofman",-0.000671784190364885
"1279",672,"Grofman",-0.000200877461697904
"1280",673,"Grofman",-0.000480663830663461
"1281",674,"Grofman",-0.000795887979955792
"1282",675,"Grofman",-0.000287286399439715
"1283",676,"Grofman",-0.000683694373954172
"1284",677,"Grofman",-0.00112737079279213
"1285",678,"Grofman",-0.00167346780613728
"1286",679,"Grofman",-0.00195145948404947
"1287",680,"Grofman",-0.00144831880479628
"1288",681,"Grofman",-0.00175864994013437
"1289",682,"Grofman",-0.00121615334492979
"1290",683,"Grofman",-0.000701293912626924
"1291",684,"Grofman",-0.0010479245557873
"1292",685,"Grofman",-0.00127901395473128
"1293",686,"Grofman",-0.000738155916368
"1294",687,"Grofman",-0.00100198224485525
"1295",688,"Grofman",-0.000717975012716657
"1296",689,"Grofman",-0.00115209771848514
"1297",690,"Grofman",-0.000653124894563373
"1298",691,"Grofman",-0.000921352988172378
"1299",692,"Grofman",-0.00130469253416068
"1300",693,"Grofman",-0.00160710842977838
"1301",694,"Grofman",-0.00111283773824253
"1302",695,"Grofman",-0.00064043104598667
"1303",696,"Grofman",-0.000905416583912161
"1304",697,"Grofman",-0.00133298066670993
"1305",698,"Grofman",-0.000853087503577848
"1306",699,"Grofman",-0.00138150137324923
"1307",700,"Grofman",-0.00167789370523362
"1308",701,"Grofman",-0.0020543759298995
"1309",702,"Grofman",-0.00231791704671067
"1310",703,"Grofman",-0.00185525906889779
"1311",704,"Grofman",-0.00214926695171191
"1312",705,"Grofman",-0.00169337797356076
"1313",706,"Grofman",-0.00123702938644168
"1314",707,"Grofman",-0.00149464624779667
"1315",708,"Grofman",-0.00188024811032884
"1316",709,"Grofman",-0.00221091750199118
"1317",710,"Grofman",-0.00176383742345836
"1318",711,"Grofman",-0.00128111922457548
"1319",712,"Grofman",-0.00156943541441461
"1320",713,"Grofman",-0.00182510046144713
"1321",714,"Grofman",-0.00219196897900133
"1322",715,"Grofman",-0.00246378094466514
